Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木
thermaldynamics:cover:0, 覆盖板：落叶树木板
thermaldynamics:cover:0, 覆盖板：柚树木板
thermaldynamics:cover:0, 覆盖板：金合欢树木板
thermaldynamics:cover:0, 覆盖板：酸橙树木板
thermaldynamics:cover:0, 覆盖板：栗树木板
thermaldynamics:cover:0, 覆盖板：崖豆树木板
thermaldynamics:cover:0, 覆盖板：猴面包树木板
thermaldynamics:cover:0, 覆盖板：红杉树木板
thermaldynamics:cover:0, 覆盖板：木棉树木板
thermaldynamics:cover:0, 覆盖板：乌檀树木板
thermaldynamics:cover:0, 覆盖板：桃心树木板
thermaldynamics:cover:0, 覆盖板：巴尔杉树木板
thermaldynamics:cover:0, 覆盖板：柳树木板
thermaldynamics:cover:0, 覆盖板：胡桃树木板
thermaldynamics:cover:0, 覆盖板：绿樟树木板
thermaldynamics:cover:0, 覆盖板：樱树木板
thermaldynamics:cover:0, 覆盖板：高槿树木板
thermaldynamics:cover:0, 覆盖板：白杨树木板
thermaldynamics:cover:0, 覆盖板：棕榈树木板
thermaldynamics:cover:0, 覆盖板：木瓜树木板
thermaldynamics:cover:0, 覆盖板：松树木板
thermaldynamics:cover:0, 覆盖板：李子树木板
thermaldynamics:cover:0, 覆盖板：枫树木板
thermaldynamics:cover:0, 覆盖板：柑橘树木板
thermaldynamics:cover:0, 覆盖板：巨杉树木板
thermaldynamics:cover:0, 覆盖板：重蚁树木板
thermaldynamics:cover:0, 覆盖板：紫檀树木板
thermaldynamics:cover:0, 覆盖板：黄檀树木板
thermaldynamics:cover:0, 覆盖板：斑木树木板
thermaldynamics:cover:0, 覆盖板：抗燃落叶树木板
thermaldynamics:cover:0, 覆盖板：抗燃柚树木板
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树木板
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树木板
thermaldynamics:cover:0, 覆盖板：抗燃栗树木板
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树木板
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树木板
thermaldynamics:cover:0, 覆盖板：抗燃红杉树木板
thermaldynamics:cover:0, 覆盖板：抗燃木棉树木板
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树木板
thermaldynamics:cover:0, 覆盖板：抗燃桃心树木板
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树木板
thermaldynamics:cover:0, 覆盖板：抗燃柳树木板
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树木板
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树木板
thermaldynamics:cover:0, 覆盖板：抗燃樱树木板
thermaldynamics:cover:0, 覆盖板：抗燃高槿树木板
thermaldynamics:cover:0, 覆盖板：抗燃白杨树木板
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树木板
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树木板
thermaldynamics:cover:0, 覆盖板：抗燃松树木板
thermaldynamics:cover:0, 覆盖板：抗燃李子树木板
thermaldynamics:cover:0, 覆盖板：抗燃枫树木板
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树木板
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树木板
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树木板
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树木板
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树木板
thermaldynamics:cover:0, 覆盖板：抗燃斑木树木板
thermaldynamics:cover:0, 覆盖板：抗燃橡木木板
thermaldynamics:cover:0, 覆盖板：抗燃云杉木板
thermaldynamics:cover:0, 覆盖板：抗燃白桦木板
thermaldynamics:cover:0, 覆盖板：抗燃丛林木板
thermaldynamics:cover:0, 覆盖板：抗燃金合欢木板
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木木板
thermaldynamics:cover:0, 覆盖板：落叶树台阶
thermaldynamics:cover:0, 覆盖板：柚树台阶
thermaldynamics:cover:0, 覆盖板：金合欢树台阶
thermaldynamics:cover:0, 覆盖板：酸橙树台阶
thermaldynamics:cover:0, 覆盖板：栗树台阶
thermaldynamics:cover:0, 覆盖板：崖豆树台阶
thermaldynamics:cover:0, 覆盖板：猴面包树台阶
thermaldynamics:cover:0, 覆盖板：红杉树台阶
thermaldynamics:cover:0, 覆盖板：木棉树台阶
thermaldynamics:cover:0, 覆盖板：乌檀树台阶
thermaldynamics:cover:0, 覆盖板：桃心树台阶
thermaldynamics:cover:0, 覆盖板：巴尔杉树台阶
thermaldynamics:cover:0, 覆盖板：柳树台阶
thermaldynamics:cover:0, 覆盖板：胡桃树台阶
thermaldynamics:cover:0, 覆盖板：绿樟树台阶
thermaldynamics:cover:0, 覆盖板：樱树台阶
thermaldynamics:cover:0, 覆盖板：高槿树台阶
thermaldynamics:cover:0, 覆盖板：白杨树台阶
thermaldynamics:cover:0, 覆盖板：棕榈树台阶
thermaldynamics:cover:0, 覆盖板：木瓜树台阶
thermaldynamics:cover:0, 覆盖板：松树台阶
thermaldynamics:cover:0, 覆盖板：李子树台阶
thermaldynamics:cover:0, 覆盖板：枫树台阶
thermaldynamics:cover:0, 覆盖板：柑橘树台阶
thermaldynamics:cover:0, 覆盖板：巨杉树台阶
thermaldynamics:cover:0, 覆盖板：重蚁树台阶
thermaldynamics:cover:0, 覆盖板：紫檀树台阶
thermaldynamics:cover:0, 覆盖板：黄檀树台阶
thermaldynamics:cover:0, 覆盖板：斑木树台阶
thermaldynamics:cover:0, 覆盖板：抗燃落叶树台阶
thermaldynamics:cover:0, 覆盖板：抗燃柚树台阶
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树台阶
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树台阶
thermaldynamics:cover:0, 覆盖板：抗燃栗树台阶
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树台阶
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树台阶
thermaldynamics:cover:0, 覆盖板：抗燃红杉树台阶
thermaldynamics:cover:0, 覆盖板：抗燃木棉树台阶
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树台阶
thermaldynamics:cover:0, 覆盖板：抗燃桃心树台阶
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树台阶
thermaldynamics:cover:0, 覆盖板：抗燃柳树台阶
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树台阶
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树台阶
thermaldynamics:cover:0, 覆盖板：抗燃樱树台阶
thermaldynamics:cover:0, 覆盖板：抗燃高槿树台阶
thermaldynamics:cover:0, 覆盖板：抗燃白杨树台阶
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树台阶
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树台阶
thermaldynamics:cover:0, 覆盖板：抗燃松树台阶
thermaldynamics:cover:0, 覆盖板：抗燃李子树台阶
thermaldynamics:cover:0, 覆盖板：抗燃枫树台阶
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树台阶
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树台阶
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树台阶
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树台阶
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树台阶
thermaldynamics:cover:0, 覆盖板：抗燃斑木树台阶
thermaldynamics:cover:0, 覆盖板：抗燃橡木台阶
thermaldynamics:cover:0, 覆盖板：抗燃云杉木台阶
thermaldynamics:cover:0, 覆盖板：抗燃桦木台阶
thermaldynamics:cover:0, 覆盖板：抗燃丛林木台阶
thermaldynamics:cover:0, 覆盖板：抗燃金合欢木台阶
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木台阶
thermaldynamics:cover:0, 覆盖板：落叶树栅栏
thermaldynamics:cover:0, 覆盖板：柚树栅栏
thermaldynamics:cover:0, 覆盖板：金合欢树栅栏
thermaldynamics:cover:0, 覆盖板：酸橙树栅栏
thermaldynamics:cover:0, 覆盖板：栗树栅栏
thermaldynamics:cover:0, 覆盖板：崖豆树栅栏
thermaldynamics:cover:0, 覆盖板：猴面包树栅栏
thermaldynamics:cover:0, 覆盖板：红杉树栅栏
thermaldynamics:cover:0, 覆盖板：木棉树栅栏
thermaldynamics:cover:0, 覆盖板：乌檀树栅栏
thermaldynamics:cover:0, 覆盖板：桃心树栅栏
thermaldynamics:cover:0, 覆盖板：巴尔杉树栅栏
thermaldynamics:cover:0, 覆盖板：柳树栅栏
thermaldynamics:cover:0, 覆盖板：胡桃树栅栏
thermaldynamics:cover:0, 覆盖板：绿樟树栅栏
thermaldynamics:cover:0, 覆盖板：樱树栅栏
thermaldynamics:cover:0, 覆盖板：高槿树栅栏
thermaldynamics:cover:0, 覆盖板：白杨树栅栏
thermaldynamics:cover:0, 覆盖板：棕榈树栅栏
thermaldynamics:cover:0, 覆盖板：木瓜树栅栏
thermaldynamics:cover:0, 覆盖板：松树栅栏
thermaldynamics:cover:0, 覆盖板：李子树栅栏
thermaldynamics:cover:0, 覆盖板：枫树栅栏
thermaldynamics:cover:0, 覆盖板：柑橘树栅栏
thermaldynamics:cover:0, 覆盖板：巨杉树栅栏
thermaldynamics:cover:0, 覆盖板：重蚁树栅栏
thermaldynamics:cover:0, 覆盖板：紫檀树栅栏
thermaldynamics:cover:0, 覆盖板：黄檀树栅栏
thermaldynamics:cover:0, 覆盖板：斑木树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃落叶树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃柚树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃栗树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃红杉树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃木棉树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃桃心树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃柳树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃樱树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃高槿树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃白杨树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃松树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃李子树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃枫树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃斑木树栅栏
thermaldynamics:cover:0, 覆盖板：抗燃橡木栅栏
thermaldynamics:cover:0, 覆盖板：抗燃云杉木栅栏
thermaldynamics:cover:0, 覆盖板：抗燃白桦木栅栏
thermaldynamics:cover:0, 覆盖板：抗燃丛林木栅栏
thermaldynamics:cover:0, 覆盖板：抗燃金合欢栅栏
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木栅栏
thermaldynamics:cover:0, 覆盖板：落叶树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃落叶树栅栏门
thermaldynamics:cover:0, 覆盖板：柚树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃柚树栅栏门
thermaldynamics:cover:0, 覆盖板：金合欢树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树栅栏门
thermaldynamics:cover:0, 覆盖板：酸橙树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树栅栏门
thermaldynamics:cover:0, 覆盖板：栗树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃栗树栅栏门
thermaldynamics:cover:0, 覆盖板：崖豆树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树栅栏门
thermaldynamics:cover:0, 覆盖板：猴面包树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树栅栏门
thermaldynamics:cover:0, 覆盖板：红杉树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃红杉树栅栏门
thermaldynamics:cover:0, 覆盖板：木棉树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃木棉树栅栏门
thermaldynamics:cover:0, 覆盖板：乌檀树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树栅栏门
thermaldynamics:cover:0, 覆盖板：桃心树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃桃心树栅栏门
thermaldynamics:cover:0, 覆盖板：巴尔杉树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树栅栏门
thermaldynamics:cover:0, 覆盖板：柳树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃柳树栅栏门
thermaldynamics:cover:0, 覆盖板：胡桃树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树栅栏门
thermaldynamics:cover:0, 覆盖板：绿樟树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树栅栏门
thermaldynamics:cover:0, 覆盖板：樱树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃樱树栅栏门
thermaldynamics:cover:0, 覆盖板：高槿树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃高槿树栅栏门
thermaldynamics:cover:0, 覆盖板：白杨树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃白杨树栅栏门
thermaldynamics:cover:0, 覆盖板：棕榈树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树栅栏门
thermaldynamics:cover:0, 覆盖板：木瓜树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树栅栏门
thermaldynamics:cover:0, 覆盖板：松树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃松树栅栏门
thermaldynamics:cover:0, 覆盖板：李子树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃李子树栅栏门
thermaldynamics:cover:0, 覆盖板：枫树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃枫树栅栏门
thermaldynamics:cover:0, 覆盖板：柑橘树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树栅栏门
thermaldynamics:cover:0, 覆盖板：巨杉树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树栅栏门
thermaldynamics:cover:0, 覆盖板：重蚁树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树栅栏门
thermaldynamics:cover:0, 覆盖板：紫檀树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树栅栏门
thermaldynamics:cover:0, 覆盖板：黄檀树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树栅栏门
thermaldynamics:cover:0, 覆盖板：斑木树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃斑木树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃橡木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃云杉木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃白桦木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃丛林木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃金合欢栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木栅栏门
thermaldynamics:cover:0, 覆盖板：落叶树楼梯
thermaldynamics:cover:0, 覆盖板：柚树楼梯
thermaldynamics:cover:0, 覆盖板：金合欢树楼梯
thermaldynamics:cover:0, 覆盖板：酸橙树楼梯
thermaldynamics:cover:0, 覆盖板：栗树楼梯
thermaldynamics:cover:0, 覆盖板：崖豆树楼梯
thermaldynamics:cover:0, 覆盖板：猴面包树楼梯
thermaldynamics:cover:0, 覆盖板：红杉树楼梯
thermaldynamics:cover:0, 覆盖板：木棉树楼梯
thermaldynamics:cover:0, 覆盖板：乌檀树楼梯
thermaldynamics:cover:0, 覆盖板：桃心树楼梯
thermaldynamics:cover:0, 覆盖板：巴尔杉树楼梯
thermaldynamics:cover:0, 覆盖板：柳树楼梯
thermaldynamics:cover:0, 覆盖板：胡桃树楼梯
thermaldynamics:cover:0, 覆盖板：绿樟树楼梯
thermaldynamics:cover:0, 覆盖板：樱树楼梯
thermaldynamics:cover:0, 覆盖板：高槿树楼梯
thermaldynamics:cover:0, 覆盖板：白杨树楼梯
thermaldynamics:cover:0, 覆盖板：棕榈树楼梯
thermaldynamics:cover:0, 覆盖板：木瓜树楼梯
thermaldynamics:cover:0, 覆盖板：松树楼梯
thermaldynamics:cover:0, 覆盖板：李子树楼梯
thermaldynamics:cover:0, 覆盖板：枫树楼梯
thermaldynamics:cover:0, 覆盖板：柑橘树楼梯
thermaldynamics:cover:0, 覆盖板：巨杉树楼梯
thermaldynamics:cover:0, 覆盖板：重蚁树楼梯
thermaldynamics:cover:0, 覆盖板：紫檀树楼梯
thermaldynamics:cover:0, 覆盖板：黄檀树楼梯
thermaldynamics:cover:0, 覆盖板：斑木树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃落叶树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柚树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃栗树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃红杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃木棉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃桃心树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柳树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃樱树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃高槿树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃白杨树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃松树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃李子树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃枫树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃斑木树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃橡木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃云杉木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃桦木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃丛林木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃金合欢木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木楼梯
thermaldynamics:cover:0, 覆盖板：落叶树门
thermaldynamics:cover:0, 覆盖板：柚树门
thermaldynamics:cover:0, 覆盖板：金合欢树门
thermaldynamics:cover:0, 覆盖板：酸橙树门
thermaldynamics:cover:0, 覆盖板：栗树门
thermaldynamics:cover:0, 覆盖板：崖豆树门
thermaldynamics:cover:0, 覆盖板：猴面包树门
thermaldynamics:cover:0, 覆盖板：红杉树门
thermaldynamics:cover:0, 覆盖板：木棉树门
thermaldynamics:cover:0, 覆盖板：乌檀树门
